CN ID,Title,Agency,Publish Date,Category,Contract Start Date,Contract End Date,Value (AUD),ATM ID,Supplier Name,LastUpdated
CN3072192,Software Support and Maintenance,Department of Human Services,19-May-15,Software,6-May-15,31-May-17,2200000,,SAP Australia Pty Ltd,19/05/2015 11:14
CN3072262,Computer Tablet,Department of Human Services,19-May-15,Computer Equipment and Accessories,12-May-15,30-Apr-18,751740,FIN10/AGI001,Ethan Group Pty Ltd,19/05/2015 11:14
CN3072642,"Computer Hardware, Software and Support",Department of Human Services,19-May-15,Components for information technology or broadcasting or telecommunications,24-Apr-15,30-Jun-15,4283846.8,,Hewlett Packard Australia Pty Ltd,19/05/2015 11:16
CN3073422,Information Technology Services,Department of Human Services,19-May-15,Components for information technology or broadcasting or telecommunications,30-Apr-15,30-Jun-15,517825,,Capgemini Australia Pty Ltd,19/05/2015 11:20
CN3073512,"Computer hardware, software support and services",Department of Human Services,19-May-15,Computer Equipment and Accessories,5-May-15,4-May-20,6038729.4,RFTS10/0102,EMC Global Holdings Company,19/05/2015 11:21
CN3073992,Software Licence and maintenance,Department of Human Services,19-May-15,Software,28-Apr-15,31-Mar-18,8698433.7,,SAP Australia Pty Ltd,19/05/2015 11:23
CN3295923,Hardware and Maintenance,Department of Human Services,30-Sep-15,Computer Equipment and Accessories,10-Sep-15,30-Sep-16,1217849.71,,Dimension Data Australia Pty Ltd,30/09/2015 16:51
CN3295927,Implementation of Project Server,Department of Human Services,30-Sep-15,Software,3-Aug-15,30-Jun-16,519288,,Microsoft Pty Ltd,30/09/2015 16:52
CN3295928,ICT Software Maintenance,Department of Human Services,30-Sep-15,Computer Equipment and Accessories,15-Sep-15,13-Mar-16,2651845.9,,EMC Global Holdings Company,30/09/2015 16:52
CN3295929,ICT Hardware Maintenance,Department of Human Services,30-Sep-15,Computer Equipment and Accessories,8-Sep-15,30-Jun-16,2686460.53,,Hitachi Data Systems Pty Ltd,30/09/2015 16:52
CN3295942,ICT Services,Department of Human Services,30-Sep-15,Components for information technology or broadcasting or telecommunications,1-Sep-15,31-Dec-15,549120,,Dialog Information Technology,30/09/2015 16:54
CN3295949,ICT Services,Department of Human Services,30-Sep-15,Components for information technology or broadcasting or telecommunications,1-Sep-15,31-Dec-15,526680,,Wipro Limited,30/09/2015 16:55
CN3295952,Information Technology Services,Department of Human Services,30-Sep-15,Components for information technology or broadcasting or telecommunications,7-Apr-15,30-Jun-15,851169,,Deloitte Touche Tohmatsu,30/09/2015 16:56
CN3295995,Information Technology Services,Department of Human Services,30-Sep-15,Components for information technology or broadcasting or telecommunications,10-Sep-15,30-Jun-16,1325400.12,,Dialog Information Technology,30/09/2015 17:04
CN3295999,ICT Services,Department of Human Services,30-Sep-15,Components for information technology or broadcasting or telecommunications,1-Sep-15,31-Dec-15,1191168,,Dialog Information Technology,30/09/2015 17:05
CN3296001,ICT Services,Department of Human Services,30-Sep-15,Components for information technology or broadcasting or telecommunications,1-Sep-15,31-Dec-15,864600,,Wipro Limited,30/09/2015 17:05
CN3296006,ICT Services,Department of Human Services,30-Sep-15,Components for information technology or broadcasting or telecommunications,1-Sep-15,31-Dec-15,1117600,,Fujitsu Australia Limited,30/09/2015 17:06
CN3296007,Software Licences and Maintenance,Department of Human Services,30-Sep-15,Software,17-Jun-15,30-Jun-18,3136818.12,,Oracle Corporation Australia P/L,30/09/2015 17:06
CN3296054,Software Licences,Department of Human Services,30-Sep-15,Software,30-Jun-15,30-Jun-18,3136818.12,,Hewlett Packard Australia Pty Ltd,30/09/2015 17:13
CN3120962,Information Communication Technology Services,Department of Human Services,3-Jun-15,Components for information technology or broadcasting or telecommunications,7-Apr-15,30-Jun-15,1038180,,Accenture Australia Pty Ltd,3/06/2015 12:04
CN3121342,Technical Project,Department of Human Services,3-Jun-15,Software,1-May-15,30-Jun-15,1082733,,SAP Australia Pty Ltd,3/06/2015 12:13
CN3121492,Information Communication Technology Services,Department of Human Services,3-Jun-15,Components for information technology or broadcasting or telecommunications,26-May-15,1-Jun-15,593105.7,,Dialog Information Technology,3/06/2015 12:16
CN3303374,Software Support and Maintenance,Department of Human Services,9-Nov-15,Components for information technology or broadcasting or telecommunications,7-Oct-15,30-Sep-16,2858520.66,,IBM Australia Ltd,9/11/2015 16:33
CN3303375,ICT Software Maintenance,Department of Human Services,9-Nov-15,Components for information technology or broadcasting or telecommunications,9-Sep-15,31-Mar-16,1848000,,IBM Australia Ltd,9/11/2015 16:33
CN3303381,Information Technology Services,Department of Human Services,9-Nov-15,Components for information technology or broadcasting or telecommunications,1-Sep-15,31-Dec-15,580800,,CSC Australia Pty Ltd,9/11/2015 16:35
CN3303382,Information Technology Services,Department of Human Services,9-Nov-15,Components for information technology or broadcasting or telecommunications,1-Jul-15,30-Jun-16,650584,,CSC Australia Pty Ltd,9/11/2015 16:35
CN3303401,Information Technology Services,Department of Human Services,9-Nov-15,Components for information technology or broadcasting or telecommunications,1-Jul-15,30-Jun-16,543400,,SYPAQ Systems Pty Ltd,9/11/2015 16:41
CN3303403,Information Technology Services,Department of Human Services,9-Nov-15,Components for information technology or broadcasting or telecommunications,15-Jun-15,30-Jun-16,574657.6,,Ajilon Australia Pty Ltd,9/11/2015 16:42
CN3303405,Information Technology Services,Department of Human Services,9-Nov-15,Components for information technology or broadcasting or telecommunications,1-Jan-15,30-Jun-16,1200106.02,,Ajilon Australia Pty Ltd,9/11/2015 16:42
CN3303407,Information Technology Services,Department of Human Services,9-Nov-15,Components for information technology or broadcasting or telecommunications,12-Oct-15,30-Jun-16,552904,,Dialog Information Technology,9/11/2015 16:42
CN2911102-A2,Information Technology Services,Department of Human Services,11-Mar-15,Components for information technology or broadcasting or telecommunications,1-Jan-15,30-Jun-15,1680360,,Fujitsu Australia Limited,3/07/2015 10:55
CN2880422-A2,IT Services,Department of Human Services,25-Feb-15,Components for information technology or broadcasting or telecommunications,1-Jan-15,30-Jun-15,3452295,,Fujitsu Australia Limited,3/07/2015 10:57
CN2911092-A2,Information Technology Services,Department of Human Services,11-Mar-15,Components for information technology or broadcasting or telecommunications,1-Jan-15,30-Jun-15,1045209,,SYPAQ Systems Pty Ltd,3/07/2015 10:59
CN2974032-A1,Information Technology Services,Department of Human Services,8-Apr-15,Components for information technology or broadcasting or telecommunications,16-Feb-15,30-Jun-15,1129742.9,,CSC Australia Pty Ltd,3/07/2015 11:09
CN2973442-A1,Information Technology Services,Department of Human Services,8-Apr-15,Components for information technology or broadcasting or telecommunications,23-Jan-15,30-Jun-15,609470.4,,Ajilon Pty Ltd,3/07/2015 11:10
CN2974022-A3,Information Technology Services,Department of Human Services,8-Apr-15,Components for information technology or broadcasting or telecommunications,19-Feb-15,30-Jun-15,781633.6,,Ajilon Pty Ltd,3/07/2015 11:12
CN3035902-A1,Information Technology Services,Department of Human Services,6-May-15,Components for information technology or broadcasting or telecommunications,23-Feb-15,30-Jun-15,2538569,,Wipro Limited,3/07/2015 11:14
CN3170622,Training Services,Department of Human Services,18-Jun-15,Software,3-Jun-15,30-Jun-15,550000,,SAP Australia Pty Ltd,18/06/2015 14:42
CN3170642,Software,Department of Human Services,18-Jun-15,Software,28-May-15,30-Jun-15,853222,,SAP Australia Pty Ltd,18/06/2015 14:42
CN3170772,ICT Software Licence,Department of Human Services,18-Jun-15,Software,2-Jun-15,30-Jun-18,696905.97,,Innovation Data Processing Inc,18/06/2015 14:45
CN3170832,Hardware Lease and Maintenance,Department of Human Services,18-Jun-15,Components for information technology or broadcasting or telecommunications,10-Jun-15,5-Jul-18,894076.17,,Dialog Information Technology,18/06/2015 14:46
CN3170982,Software and Support,Department of Human Services,18-Jun-15,Software,1-May-15,30-Apr-16,896849.97,,Oracle Corporation Australia P/L,18/06/2015 14:48
CN3170992,Software Licences and Maintenance,Department of Human Services,18-Jun-15,Software,30-May-15,29-May-16,1201692.62,,Oracle Corporation Australia P/L,18/06/2015 14:48
CN3171152,ICT Services,Department of Human Services,18-Jun-15,Components for information technology or broadcasting or telecommunications,29-May-15,30-Jun-15,845295,,Hewlett Packard Australia Pty Ltd,18/06/2015 14:50
CN2910892,Computer Hardware/Software,Department of Human Services,11-Mar-15,Computer Equipment and Accessories,1-Oct-14,30-Sep-15,529112.07,,Dimension Data Australia Pty Ltd,11/03/2015 9:42
CN2911592,Telecommunication Services,Department of Human Services,11-Mar-15,Telephony equipment,13-Feb-15,30-Jun-15,782968.62,,Telstra,11/03/2015 9:55
CN3287533-A1,Software Licences and Maintenance,Department of Human Services,21-Aug-15,Software,1-Jul-15,30-Jun-18,603192.15,,Citrix Systems Asia Pacific Pty Ltd,2/02/2016 13:32
CN2974712-A4,Information Technology Services,Department of Human Services,8-Apr-15,Software,23-Feb-15,5-Feb-16,13039290,,Accenture Australia Holdings Pty Ltd,2/02/2016 14:25
CN3285159-A1,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,1-Jul-15,30-Jun-16,524700,,SYPAQ Systems Pty Ltd,2/02/2016 14:28
CN3285173-A1,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,1-Jul-15,28-Jun-16,1478906,,Ajilon Australia Pty Ltd,2/02/2016 14:30
CN3285227-A1,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,20-Jul-15,15-Jul-16,940632,,Dialog Information Technology,2/02/2016 14:31
CN3285228-A2,Information Technology Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,20-Jul-15,15-Jul-16,912692,,Ajilon Australia Pty Ltd,2/02/2016 14:33
CN3285242-A1,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,7-Jul-15,29-Jul-16,514896.8,,Ajilon Australia Pty Ltd,2/02/2016 14:43
CN3285244-A2,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,1-Jul-15,30-Jun-16,2699411,,Wipro Limited,2/02/2016 14:45
CN3295956-A1,Information Technology Services,Department of Human Services,30-Sep-15,Components for information technology or broadcasting or telecommunications,10-Aug-15,29-Jul-16,939653,,Dialog Information Technology,2/02/2016 15:06
CN3295950-A1,Information Technology Services,Department of Human Services,30-Sep-15,Components for information technology or broadcasting or telecommunications,7-Jul-15,29-Jul-16,736560,,SYPAQ Systems Pty Ltd,2/02/2016 15:07
CN3296475-A1,Senior Technical Services,Department of Human Services,2-Oct-15,Software,31-Jul-15,30-Jul-16,526416,RFTS10/0524,SAS INSTITUTE AUSTRALIA PTY LTD,3/03/2016 11:40
CN3309060-A1,ICT Services,Department of Human Services,7-Dec-15,Software,30-Oct-15,30-Jun-16,677600,,SAS INSTITUTE AUSTRALIA PTY LTD,3/03/2016 11:41
CN3037582-A1,Software Training and Maintenance,Department of Human Services,6-May-15,Components for information technology or broadcasting or telecommunications,16-Apr-15,31-Mar-18,647246.67,FIN11/COO009,Communications Design & Management Pty Ltd,3/03/2016 14:37
CN2973632-A3,Information Technology Services,Department of Human Services,8-Apr-15,Components for information technology or broadcasting or telecommunications,12-Jan-15,30-Jun-16,1493423.8,,CSC Australia Pty Ltd,3/03/2016 14:40
CN3278469-A1,ICT Services,Department of Human Services,21-Jul-15,Components for information technology or broadcasting or telecommunications,26-Jun-15,31-Mar-16,1836780,,Capgemini Australia Pty Ltd,3/03/2016 14:50
CN3285162-A1,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,1-Jul-15,30-Jun-16,1680536,,Dialog Information Technology,3/03/2016 14:52
CN3285172-A1,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,1-Jul-15,28-Jun-16,4056140,,Fujitsu Australia Limited,3/03/2016 14:53
CN3285233-A2,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,1-Jul-15,30-Jun-16,2838950.4,,Ajilon Australia Pty Ltd,3/03/2016 14:57
CN3285239-A2,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,1-Jul-15,3-Jul-16,5100612,,Dialog Information Technology,3/03/2016 14:59
CN3285253-A2,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,20-Jul-15,15-Jul-16,738100,,SYPAQ Systems Pty Ltd,3/03/2016 15:00
CN3285226-A1,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,24-Jun-15,30-Jun-16,1735849.5,,Deloitte Touche Tohmatsu,3/03/2016 15:09
CN3287572-A3,ICT Services,Department of Human Services,21-Aug-15,Components for information technology or broadcasting or telecommunications,1-Jul-15,31-Dec-16,2790370,,Wipro Limited,3/03/2016 15:11
CN3295958-A1,Information Technology Services,Department of Human Services,30-Sep-15,Components for information technology or broadcasting or telecommunications,20-Apr-15,1-Apr-16,615884.5,,CSC Australia Pty Ltd,3/03/2016 15:13
CN3295994-A2,Information Technology Services,Department of Human Services,30-Sep-15,Components for information technology or broadcasting or telecommunications,14-Sep-15,30-Jul-16,2340415,,SYPAQ Systems Pty Ltd,3/03/2016 15:14
CN3295916-A1,Software Licences are Support,Department of Human Services,30-Sep-15,Software,21-Aug-15,31-Dec-15,2469281.1,,SAP Australia Pty Ltd,1/10/2015 15:33
CN3073212-A4,Information Technology Services,Department of Human Services,19-May-15,Components for information technology or broadcasting or telecommunications,1-May-15,30-Jun-16,2821929,,Accenture Australia Holdings Pty Ltd,1/10/2015 15:57
CN3285254-A2,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,24-Jun-15,30-Jun-16,2010189.01,,Apis Group Pty Limited,1/10/2015 15:58
CN3285198-A1,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,25-Jun-15,30-Jun-16,2088372,,Apis Group Pty Limited,1/10/2015 16:01
CN3285202-A1,ICT Services,Department of Human Services,13-Aug-15,Components for information technology or broadcasting or telecommunications,15-May-15,30-Jun-16,2320147.5,,Apis Group Pty Limited,1/10/2015 16:02
CN3295955-A1,Information Technology Services,Department of Human Services,30-Sep-15,Components for information technology or broadcasting or telecommunications,10-Aug-15,30-Jun-16,1823427,,Apis Group Pty Limited,1/10/2015 16:08
